UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
2y0cMYM6zg8J,A truncation/recoupling method for basis set calculations of eigenvalues andeigenvectors,https://pubs.aip.org/aip/jcp/article/94/1/454/3151968,"['JM Bowman', ' B Gazdy']","…eigenvectorsand eigenvalues of Ho can be obtained easily given its block diagonal structure.Fot the I th block, we denote thoseeigenvectors…applicationof the DVR method in Sec. IV, …",pubs.aip.org,116,"/scholar?cites=1138912090910371291&as_sdt=2005&sciodt=0,5&hl=en",1991
u17hv_BWG3cJ,A neural network for computingeigenvectorsand eigenvalues,https://link.springer.com/article/10.1007/BF00206218,"['N Samardzija', ' RL Waterland']","… anything abouteigenvectorsand eigenvalue …applicationsthe proposed neural networkprovides satisfactory answers. More importantly, it has been demonstrated how realeigenvectors…",Springer,48,"/scholar?cites=8582549106895969979&as_sdt=2005&sciodt=0,5&hl=en",1991
keJDr9Hyxp8J,Eigenvalue-eigenvectoranalysis for a class of patterned correlation matrices with anapplication,https://www.sciencedirect.com/science/article/pii/0167715284900014,"['S Kotz', ' WL Pearn', 'DW Wichern']",… We derive the general forms for the eigenvalues andeigenvectors… Eigenvalue-eigenvectoranalyses of the particular matrices …eigenvectorsof matrices related to the ones we consider. …,Elsevier,17,"/scholar?cites=11513156479821800081&as_sdt=2005&sciodt=0,5&hl=en",1984
qb1wsM6jzFMJ,Eigenvectordimension reduction (EDR) method for sensitivity-free probability analysis,https://link.springer.com/article/10.1007/s00158-007-0210-7,"['BD Youn', 'Z Xi', 'P Wang']","… in most engineeringapplications. This paper proposes theeigenvectordimension reduction(… It has three technical elements: (1)eigenvectorsampling, (2) one-dimensional response …",Springer,193,"/scholar?cites=6038381308515761577&as_sdt=2005&sciodt=0,5&hl=en",2008
vM2peINiHhUJ,AnEigenvector-Based Method of Radio Array Calibration and ItsApplicationto the Tianlai Cylinder Pathfinder,https://iopscience.iop.org/article/10.3847/1538-3881/aaf4c0/meta,"['S Zuo', 'UL Pen', 'F Wu', ' J Li', ' A Stebbins…']",… We propose aneigenvector-based formalism for the calibration of radio interferometer … thearray can be obtained by taking the firsteigenvectorof the visibility matrix. We use the stable …,iopscience.iop.org,8,"/scholar?cites=1521762040902438332&as_sdt=2005&sciodt=0,5&hl=en",2019
VZY1QWlTlTgJ,Modularity and community structure in networks,https://www.pnas.org/doi/abs/10.1073/pnas.0601602103,['MEJ Newman'],… Here I show that the modularity can be expressed in terms of theeigenvectorsof a characteristicmatrix … I illustrate the method withapplicationsto several published network data sets. …,Sciences,13555,"/scholar?cites=4077256749184554581&as_sdt=2005&sciodt=0,5&hl=en",2006
2KG-3K3mp1wJ,Distributed estimation of all the eigenvalues andeigenvectorsof matrices associated with strongly connected digraphs,https://ieeexplore.ieee.org/abstract/document/7954018/,"['A Gusrialdi', 'Z Qu']","…APPLICATIONSIn this section, the importance of estimating distributively the eigenvaluesandeigenvectorsof an irreducible matrix is illustrated through severalapplications. …",ieeexplore.ieee.org,67,"/scholar?cites=6676558607007261144&as_sdt=2005&sciodt=0,5&hl=en",2017
Flf5ZdQQiMsJ,Generalized approach for incorporating normalization conditions in design sensitivity analysis ofeigenvectors,https://arc.aiaa.org/doi/pdf/10.2514/1.18760,"['DE Smith', ' V Siddhi']",… Of particular interest in this paper is the role ofeigenvectornormalization oneigenvectordesign … little directapplicationbecause they require the computation of all of theeigenvectors. …,arc.aiaa.org,8,"/scholar?cites=14665990690961970966&as_sdt=2005&sciodt=0,5&hl=en",2006
GZ-vR52geg4J,Partial derivatives of repeated eigenvalues and theireigenvectors,https://arc.aiaa.org/doi/pdf/10.2514/2.245,"['U Prells', 'MI Friswell']",… Inasmuch as eigenvalues andeigenvectorsare coupled by the constitutional equation of …of the eigenvalues andeigenvectorswith respect to these parameters. Theapplicationof the …,arc.aiaa.org,21,"/scholar?cites=1043322861062692633&as_sdt=2005&sciodt=0,5&hl=en",1997
nbgnUDaiswcJ,Statistical properties ofeigenvectorsin non-Hermitian Gaussian random matrix ensembles,https://pubs.aip.org/aip/jmp/article-abstract/41/5/3233/717994,"['B Mehlig', 'JT Chalker']",… Theeigenvectorcorrelators are calculated in terms of two-point functions which are … quencesofeigenvectorcorrelations that are likely to be important in physicalapplications. These are…,pubs.aip.org,90,"/scholar?cites=554965533253417117&as_sdt=2005&sciodt=0,5&hl=en",2000
etZBIGghejAJ,Active suppression of panel flutter with piezoelectric actuators usingeigenvectororientation method,https://www.sciencedirect.com/science/article/pii/S0022460X11008935,"['Z Wang', ' X Qin', ' HTY Yang']","… [17] used theeigenvectororientation method and … In the study, they generate a ‘lead-time’by tracking theeigenvectorsand … In this study, theapplicationrealm ofeigenvectororientation …",Elsevier,27,"/scholar?cites=3493141192080742010&as_sdt=2005&sciodt=0,5&hl=en",2012
7QHHiHIZ3JUJ,Adaptive antenna arrays usingeigenvectormethods,https://ieeexplore.ieee.org/abstract/document/94251/,"['A Haimovich', ' Y Bar']",… Adaptive antenna arrays usingeigenvectormethods Abstract: The authors consider theapplicationofeigenvectortechniques to the solution of interference problems. The conventional …,ieeexplore.ieee.org,16,"/scholar?cites=10798533986239316461&as_sdt=2005&sciodt=0,5&hl=en",1988
L5XigVkcKvkJ,Proper orthogonal decomposition and itsapplications–part II: Model reduction for MEMS dynamical analysis,https://www.sciencedirect.com/science/article/pii/S0022460X02950078,"['YC Liang', ' WZ Lin', 'HP Lee', ' SP Lim', ' KH Lee…']","… In this paper,applicationsof the three POD methods to the microelectromechanical …eigenvectorsfrom theapplicationof the POD methods. The validity and suitability of theeigenvectors…",Elsevier,166,"/scholar?cites=17954194035222680879&as_sdt=2005&sciodt=0,5&hl=en",2002
3CFig7x5LasJ,Widening the scope of aneigenvectorstochastic approximation process andapplicationto streaming PCA and related methods,https://www.sciencedirect.com/science/article/pii/S0047259X2030275X,"['JM Monnez', 'A Skiredj']","… We prove the almost sure convergence of Oja-type processes toeigenvectorsof the expectationB of … As anapplicationof this generalization, the online PCA of a random vector Z can be …",Elsevier,5,"/scholar?cites=12334648805002715612&as_sdt=2005&sciodt=0,5&hl=en",2021
jpB6yM_gX2kJ,A note on a generalization ofeigenvectorcentrality for bipartite graphs andapplications,https://onlinelibrary.wiley.com/doi/abs/10.1002/net.20442,['P Daugulis'],…Eigenvectorcentrality is a linear algebra based graph invariant … A generalization of theeigenvectorcentrality invariant is … The linear algebra connection and someapplicationsare …,Library,12,"/scholar?cites=7593034679796273294&as_sdt=2005&sciodt=0,5&hl=en",2012
zur_Zrll4i4J,Face recognition using discriminanteigenvectors,https://ieeexplore.ieee.org/abstract/document/545741/,"['K Etemad', 'R Chellappa']","… Because of the emergence of real time processors and the commercialapplicationsof face… Depending on the characteristics of eachapplicationeg image acquisition conditions, size …",ieeexplore.ieee.org,120,"/scholar?cites=3378374517452696270&as_sdt=2005&sciodt=0,5&hl=en",1996
D-JUgGwBJo0J,Using Leslie matrices as theapplicationof eigenvalues andeigenvectorsin a first course in Linear Algebra,https://link.springer.com/chapter/10.1007/978-3-030-41258-6_21,['M Monagan'],… Whatapplicationshould we use to illustrate eigenvalues andeigenvectors? I have 19 linear… The most commonapplicationfor eigenvalues andeigenvectorsis to solving linear systems …,Springer,1,"/scholar?cites=10170818373983986191&as_sdt=2005&sciodt=0,5&hl=en",2020
FAMSpxPdw4YJ,Eigenvectorcontinuation with subspace learning,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.121.032501,"['D Frame', ' R He', 'I Ipsen', 'D Lee', 'D Lee', 'E Rrapaj']","… we can “learn” theeigenvectortrajectory using data where theeigenvectoris computable andapply … , the BoseHubbard model,applicationsofeigenvectorcontinuation to more than one …",APS,126,"/scholar?cites=9710848298018013972&as_sdt=2005&sciodt=0,5&hl=en",2018
eWiU1GDbyd0J,[HTML][HTML]Entrywiseeigenvectoranalysis of random matrices with low expected rank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8046180/,"['E Abbe', 'J Fan', 'K Wang', 'Y Zhong']","… There is a rich literature on the threeapplicationsin this paper. The synchronization problems(Singer, 2011; Cucuringu et al., 2012) aim at estimating unknown signals (usually group …",ncbi.nlm.nih.gov,286,"/scholar?cites=15981545961630754937&as_sdt=2005&sciodt=0,5&hl=en",2020
JQIbplDSW6EJ,Eigenvectorstatistics in non-Hermitian random matrix ensembles,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.81.3367,"['JT Chalker', 'B Mehlig']",… a rather weak constraint on the jointeigenvectordistribution: it generates no information on… righteigenvectors. These correlations are likely to be important in physicalapplicationsof …,APS,195,"/scholar?cites=11627118106813071909&as_sdt=2005&sciodt=0,5&hl=en",1998
F-zrNnWuoqIJ,"Learning, positioning, and tracking visual appearance",https://ieeexplore.ieee.org/abstract/document/351072/,"['SK Nayar', 'H Murase', ' SA Nene']","… sufficient for positioning or trackingapplications. Theseeigenvectorsconstitute the dimensionsof … Since we are only interested in the first Keigenvectorsof Q, where K < M, the above …",ieeexplore.ieee.org,159,"/scholar?cites=11719120998827289623&as_sdt=2005&sciodt=0,5&hl=en",1994
Mww7ATD_usgJ,Estimating the principaleigenvectorof a stochastic matrix: Mirror Descent Algorithms via game approach withapplicationto PageRank problem,https://ieeexplore.ieee.org/abstract/document/5717923/,['A Nazin'],"… , a realeigenvectorx∗ ∈ ΘN corresponds to this eigenvalue, ie Ax∗ = x∗. Finding thiseigenvectoris a basic problem in numerical analysis and in manyapplicationsarising in ranking …",ieeexplore.ieee.org,13,"/scholar?cites=14464153734897929267&as_sdt=2005&sciodt=0,5&hl=en",2010
xRUi-WnamGQJ,Proper orthogonal decomposition and itsapplications—Part I: Theory,https://www.sciencedirect.com/science/article/pii/S0022460X01940416,"['YC Liang', 'HP Lee', ' SP Lim', ' WZ Lin', ' KH Lee…']","… spanned by m!leigenvectorsof V , furtherapplicationof an orthonormal transformation would… (31) can be chosen simply as the matrices formed by theeigenvectorsand eigenvalues of …",Elsevier,934,"/scholar?cites=7248783748938995141&as_sdt=2005&sciodt=0,5&hl=en",2002
bl2PIXmxwOgJ,TimeEigenvectorsand TheirApplications,https://iopscience.iop.org/article/10.1088/0256-307X/9/2/001/meta,"['F Kaiyin', ' H Xiangyou']","… In this letter, we construct timeeigenvectorsfrom energyeigenvectorsof a systme. Thenwe write down time operator from timeeigenvectorsand examine their features. Finally, we …",iopscience.iop.org,1,"/scholar?cites=16771600146139929966&as_sdt=2005&sciodt=0,5&hl=en",1992
jKnpdUioJ9IJ,"Coverings of graphs and maps, orthogonality, andeigenvectors",https://link.springer.com/article/10.1023/A:1011218020755,['J Širáň'],"… This correspondence can be convenient in variousapplications, for instance, in … in thelanguage ofeigenvectorsof the matrices associated with the automorphisms.Applicationsof the …",Springer,22,"/scholar?cites=15143257301225941388&as_sdt=2005&sciodt=0,5&hl=en",2001
M3UcFBkLx7kJ,Neural networks for computing eigenvalues andeigenvectors,https://link.springer.com/article/10.1007/BF00201437,"['A Cichocki', ' R Unbehauen']",…applicationsit is required to compute some (eg the extreme eigenvalues and associatedeigenvectors… for computing the eigenvalues andeigenvectorsof a given real matrix in real-time. …,Springer,86,"/scholar?cites=13386680619721585971&as_sdt=2005&sciodt=0,5&hl=en",1992
Wu9Bvbx_izIJ,Linear algebra in geography:eigenvectorsof networks,https://www.tandfonline.com/doi/pdf/10.1080/0025570X.1980.11976869,['PD Straffin'],"… In looking atapplications, we need not limit ourselves to problems in geography. For …eigenvector, Gould and other geographers have proposed that the non-principaleigenvectors…",Francis,86,"/scholar?cites=3642145172264972122&as_sdt=2005&sciodt=0,5&hl=en",1980
4dH94ufsX6YJ,[PDF][PDF]Applicationof power method and dominanteigenvector/eigenvalue concept for approximate eigenspace solutions to mechanical engineering algebraic …,https://www.researchgate.net/profile/Michael-Panza/publication/328960176_Application_of_Power_Method_and_Dominant_EigenvectorEigenvalue_Concept_for_Approximate_Eigenspace_Solutions_to_Mechanical_Engineering_Algebraic_Systems/links/5bf37bbf92851c6b27cbf6d4/Application-of-Power-Method-and-Dominant-Eigenvector-Eigenvalue-Concept-for-Approximate-Eigenspace-Solutions-to-Mechanical-Engineering-Algebraic-Systems.pdf,['MJ Panza'],… the dominanteigenvectorand eigenvalue of a …eigenvectorwith power method concept toa matrix model. Arguably one of the most noteworthyapplicationsof the dominanteigenvector…,researchgate.net,6,"/scholar?cites=11988561213773435361&as_sdt=2005&sciodt=0,5&hl=en",2018
s0gzV55t6SMJ,A review of principal component analysis and itsapplicationsto color technology,https://onlinelibrary.wiley.com/doi/abs/10.1002/col.20086,"['DY Tzeng', 'RS Berns']","… We see thateigenvectorshave both positive and negative values. Because the …eigenvectorsdepends on theapplicationand accuracy requirement. In this example, threeeigenvectors…",Library,321,"/scholar?cites=2587719987736299699&as_sdt=2005&sciodt=0,5&hl=en",2005
vjfu3YE-Nn4J,Parallel D-eigenvalues and parallel D-eigenvectorsfor linear time-varying systems,https://ieeexplore.ieee.org/abstract/document/287865/,['JJ Zhu'],… Main results of this paper include: (i) definition and properties of PDeigenvectorsassociated…eigenvectorsand generalized PD-eigenvalues for singular PD-eigenvalues; (iii)application…,ieeexplore.ieee.org,8,"/scholar?cites=9094525225016375230&as_sdt=2005&sciodt=0,5&hl=en",1994
0yuWKJT1DegJ,[HTML][HTML]Evaluation of small elements of theeigenvectorsof certain symmetric tridiagonal matrices with high relative accuracy,https://www.sciencedirect.com/science/article/pii/S1063520315001712,['A Osipov'],"…eigenvectorscan be evaluated with high relative accuracy. Nevertheless, in general, eachcoordinate of theeigenvector… inapplications, small (eg 10 − 50 ) coordinates ofeigenvectors…",Elsevier,21,"/scholar?cites=16721291008181414867&as_sdt=2005&sciodt=0,5&hl=en",2017
0kS1mM0NhMQJ,On covariances of eigenvalues andeigenvectorsof second-rank symmetric tensors,https://academic.oup.com/gji/article-abstract/105/2/537/707829,"['T Soler', 'BHW van Gelder']","… SUMMARY Theapplicationsof eigentheory to many branches of mathematical physics (eg, …to compute the covariance matrices of eigenvalues andeigenvectorsof second-rank 3-D …",academic.oup.com,47,"/scholar?cites=14160458305041155282&as_sdt=2005&sciodt=0,5&hl=en",1991
